Platform,Date,Customer_ID,Message_Content,Sentiment_Score,Keywords,Sentiment_Category,Is_Launch_Period
Website,2025-07-17,b3092ca9-ceca-4906-86b0-5da8c70d1429,Tonight capital visit economy hundred moment behind there participant local behavior always investment.,-0.11,loan approval,Negative,Pre-Launch
WhatsApp,2025-07-20,f4ae1139-41c8-4c30-ba84-95df9865b5a2,World receive business program nice water surface site go job task property.,-0.15,application status,Negative,Pre-Launch
Website,2025-07-29,7d225f8c-f379-4a04-a381-e55260a818ae,Government those suggest think threat PM party.,-0.17,loan approval,Negative,Pre-Launch
Facebook,2025-08-01,bc160a9d-016c-40f3-8d22-6c86223be790,Seem play food system offer mother.,-0.57,account balance,Negative,Launch
Instagram,2025-07-16,791c59c6-153e-4e8f-a512-3b0c1f03d7de,Serve type street individual family inside organization administration million.,-0.31,application status,Negative,Pre-Launch
Facebook,2025-08-06,b420af99-b556-4330-b1df-f14bc7709885,Poor spring be rich other training base always dinner audience fund.,-0.78,customer service,Negative,Post-Launch
Instagram,2025-08-13,4f963627-9a03-46c5-99e6-a6137aca364f,A recent trouble hour successful baby.,-0.38,loan approval,Negative,Post-Launch
Facebook,2025-07-23,1e2fb0b9-c4b5-437d-bf6c-f9befec93265,Medical leader couple everything Mr country customer minute.,-0.56,customer service,Negative,Pre-Launch
Facebook,2025-07-18,a8ee3643-c44f-4506-a842-489bddcdb263,Business suffer future explain meeting song fall daughter new area contain.,-0.89,account balance,Negative,Pre-Launch
Instagram,2025-08-01,0a1c9613-5838-457d-8557-63cf0748164a,Ok Congress small production its age include population.,-0.59,interest rates,Negative,Launch
Facebook,2025-08-11,88401f1b-ff12-4960-825a-263c9758ddba,Citizen per thus born their cup carry actually mean.,-0.42,application status,Negative,Post-Launch
Instagram,2025-07-26,4493dd22-4ede-417d-b964-fa24bad68534,Yard clear too skill before budget run cup represent.,-0.76,payment issues,Negative,Pre-Launch
Website,2025-07-31,d8ca722b-be55-4139-8487-dfe87ffb2f7f,Pm reflect pay employee prepare feel information prevent total pattern bad far good.,-0.14,application status,Negative,Pre-Launch
Instagram,2025-08-08,1848fb8e-0d76-4451-9999-01cf90a116b9,Couple some political pass order community fill democratic use break.,-0.74,account balance,Negative,Post-Launch
Website,2025-08-13,1068fc7a-fed8-4ef5-b24f-51f3e034e445,Product middle design mean woman arm fact determine cell apply.,-0.54,loan approval,Negative,Post-Launch
Website,2025-08-11,0c332f89-65f1-4d0c-b003-edcc180406d3,Truth lead drop property line low eye career election business together.,-0.29,account balance,Negative,Post-Launch
Instagram,2025-08-05,2b4367de-8b6a-4652-a5fe-87ef87aeff4c,Identify experience hospital there require development.,-0.21,loan approval,Negative,Post-Launch
Facebook,2025-08-04,5513dcb9-b0f8-4dab-a098-901ac76b096d,Increase exactly region person American his probably really movement organization begin somebody.,-0.13,payment issues,Negative,Post-Launch
WhatsApp,2025-07-24,f82af029-a7ab-4acb-9bfa-9b0fa657dcee,Pick sit so democratic detail economic well week.,-0.84,interest rates,Negative,Pre-Launch
Website,2025-07-23,91330c28-8449-4f33-bc64-56c38f15a645,Author lead call everyone face law story someone recently reality.,-0.37,payment issues,Negative,Pre-Launch
Website,2025-07-19,2dc5bb07-50c2-4d5e-b661-524af8f8a56e,Agreement want office light worker structure rise.,-0.14,interest rates,Negative,Pre-Launch
Website,2025-07-20,163538ea-aa23-4591-b266-4a89955a340f,Until strategy daughter suffer hour quite participant need enter.,-0.19,loan approval,Negative,Pre-Launch
Facebook,2025-08-05,250bd536-dc94-477a-aec2-567043f4a6e7,Before attention computer decision project high option relate we recognize add current.,-0.42,application status,Negative,Post-Launch
Facebook,2025-07-24,ae520ff7-7b09-4019-8b1e-f157516720a7,Win wide agree production air say.,-0.19,application status,Negative,Pre-Launch
WhatsApp,2025-08-05,b5ded79b-54ac-4437-97b4-400106c316a1,Teach husband opportunity able mother experience far body she maintain policy apply.,-0.66,customer service,Negative,Post-Launch
Instagram,2025-07-31,6ff29409-0d54-460e-8a2d-f7c3e93d769d,Professor where place single lay meeting nature reach out city response reveal forget.,-0.28,customer service,Negative,Pre-Launch
Website,2025-07-27,ac3d2deb-58a2-4593-8765-b899552c2cb3,Share until spend onto beautiful create writer site door maintain hundred say not.,-0.13,customer service,Negative,Pre-Launch
Instagram,2025-07-19,36525a6e-98d5-4fdf-a488-c3a831f88bfc,Decade debate offer dog wife see report staff month ok morning.,-0.79,customer service,Negative,Pre-Launch
Website,2025-08-01,4487525e-163e-4023-92cb-89eab7bd3187,Defense start reality east bank character stuff.,-0.13,payment issues,Negative,Launch
Instagram,2025-08-07,005a8060-719e-4713-8b99-311139976153,Word arrive voice child decision these then according nation keep ever mention.,-0.2,payment issues,Negative,Post-Launch
WhatsApp,2025-08-11,ede72a21-5d66-421b-a5e6-d5ba69daa306,Purpose line again manager front worker.,-0.84,interest rates,Negative,Post-Launch
Facebook,2025-07-16,f2a7cac9-5104-4f73-9c6e-a38ad72f9a64,Hand increase effort improve threat thank role popular guy.,-0.56,account balance,Negative,Pre-Launch
Facebook,2025-07-19,21af1abd-f57e-4aec-b9cd-15df5ae21b73,Agree station view program economic carry reduce development rich group many election him sit.,-0.85,interest rates,Negative,Pre-Launch
Facebook,2025-08-08,fd1b0b61-e844-4c9d-80d6-8a4517f768e1,Operation account agency assume because recent throughout data over finish.,-0.61,payment issues,Negative,Post-Launch
Instagram,2025-07-16,561e9d23-1f79-4586-b123-3e9f88eb3c95,Production option song clearly season room develop whether so movement she since.,-0.3,application status,Negative,Pre-Launch
Website,2025-07-18,4fb32b41-9499-4893-94e6-f5965b4b6777,Sing share place ability strong stuff process people small contain reason late material.,-0.7,application status,Negative,Pre-Launch
Instagram,2025-07-18,838bb821-6d4d-475d-a15d-c1827ef5192b,Level history play camera general note force professor support still.,-0.79,loan approval,Negative,Pre-Launch
Website,2025-07-27,ebaf9527-db76-4c15-96cc-94edbeefbd9f,Think hour performance spring whether risk wife hair tend eight class get.,-0.49,application status,Negative,Pre-Launch
Facebook,2025-07-16,fba20ea7-7763-4179-887c-fad85bd5cc4a,Front seven fight where song though drug our.,-0.65,application status,Negative,Pre-Launch
Instagram,2025-07-29,8b0ff982-d999-4486-8725-a5d2e23d7556,They scientist tell stuff everything form else performance though participant down.,-0.69,loan approval,Negative,Pre-Launch
Facebook,2025-07-23,33efce4d-1c9c-48d5-afd4-108e192fd046,Condition on guess pull employee community prepare who tend able.,-0.85,account balance,Negative,Pre-Launch
Instagram,2025-07-28,bfbe90bb-0828-40e6-989b-dd632c9fa9a3,Night down with student indicate fly so.,-0.35,loan approval,Negative,Pre-Launch
Facebook,2025-08-01,13d7264c-5ba0-490b-8c53-b779380894e4,Step morning attack health back benefit other hundred according often.,-0.37,account balance,Negative,Launch
WhatsApp,2025-08-03,c4d5a87c-f69d-4d7b-9dfa-08f1856f70fb,Science happy letter hold class customer picture north.,-0.12,application status,Negative,Post-Launch
Facebook,2025-08-12,e02788b5-8684-4946-90eb-5c46548ea114,Memory fill consumer local certainly part.,-0.3,loan approval,Negative,Post-Launch
Facebook,2025-07-28,b9f1733a-6d73-4a68-be23-fc4d3f5acbf8,Financial firm order radio condition door learn investment smile thought.,-0.85,customer service,Negative,Pre-Launch
Facebook,2025-08-01,2900a945-1404-4b2f-8c67-83e6da999b76,Candidate job enough but other box tough.,-0.92,application status,Negative,Launch
Facebook,2025-07-21,35a33129-8a0d-4b7d-95b3-1fedade80946,Military happen career recent list down lose play develop quality.,-0.26,payment issues,Negative,Pre-Launch
Instagram,2025-08-03,15ff8e83-f617-4454-9f8c-51f374fb71e3,Individual while yard tree second seek wrong one.,-0.43,account balance,Negative,Post-Launch
Instagram,2025-08-11,e0a64940-272c-4256-8689-0ee8f45880da,Democrat carry a onto test anyone road.,-0.82,loan approval,Negative,Post-Launch
Facebook,2025-08-03,7f2e669d-45ee-44e7-9096-d81d9f9479a5,Human nearly believe us half consumer never true president follow among return.,-0.23,interest rates,Negative,Post-Launch
Instagram,2025-08-13,c2eff0ba-2cfb-46f8-996e-5522f1a03206,Play yard somebody strong meeting risk.,-0.92,loan approval,Negative,Post-Launch
WhatsApp,2025-08-02,8ca0b535-dd6f-4c1a-8df9-4b0d1a50d805,Action defense stop law analysis none picture.,-0.62,loan approval,Negative,Post-Launch
Website,2025-07-18,dde50b68-d3e2-42d2-955d-31a4595561ae,Upon ever community claim between why help walk bit artist might.,-0.1,application status,Negative,Pre-Launch
Website,2025-07-20,cc822cc2-4723-4cb4-8418-1f986e7fbeb4,Fact pull live garden long service.,-0.83,customer service,Negative,Pre-Launch
Facebook,2025-07-17,f6647f16-5284-44c8-8dba-12eb03e83d5c,Many card education operation floor debate stock.,-0.92,customer service,Negative,Pre-Launch
Facebook,2025-08-07,7b022ba6-f14a-44df-981b-d6b38b89967c,Wall receive just page many threat feeling.,-0.27,interest rates,Negative,Post-Launch
WhatsApp,2025-07-26,7f4f2398-d1a9-4170-946b-252203728a96,Prevent city experience career car health state offer player marriage all.,-0.23,application status,Negative,Pre-Launch
Website,2025-07-21,653e80c4-40f6-484b-b9aa-d3701a68c39a,Remember her design room fight garden explain loss.,-0.9,application status,Negative,Pre-Launch
Facebook,2025-08-08,b8522401-8e7c-423e-a7ee-6faf2151b0cd,From night still seem book street pass other great.,-0.33,payment issues,Negative,Post-Launch
WhatsApp,2025-07-25,25833331-d3e6-4b29-8cd9-23375e34bc72,Us something put beautiful east threat subject.,-0.34,application status,Negative,Pre-Launch
Instagram,2025-08-04,4194082c-e431-4f5a-8438-f6648bf5ae6e,Senior whole easy best law down she like kind.,-0.23,loan approval,Negative,Post-Launch
WhatsApp,2025-08-06,5acddc0f-0edb-4635-8e9d-296a225cdc35,Remain challenge get coach two heart billion knowledge bed bed.,-0.5,loan approval,Negative,Post-Launch
WhatsApp,2025-07-26,097aba0b-38f5-4175-a00c-53c7a5ad49a7,Way international impact suffer without who.,-0.7,interest rates,Negative,Pre-Launch
WhatsApp,2025-07-17,5232f65f-6b28-4da6-9df7-1bc5e8fd48a5,Kind people theory while sound mission score fact moment Republican bring.,-0.84,payment issues,Negative,Pre-Launch
Instagram,2025-08-10,295be8f7-c70a-4528-be73-27188f3774f9,Eat and call wall turn old.,-0.38,account balance,Negative,Post-Launch
WhatsApp,2025-07-25,02382cd7-78d9-4b70-bb53-4742feb426ec,Want entire time table ball expect nearly drug include from.,-0.74,application status,Negative,Pre-Launch
Facebook,2025-08-10,f3554f37-5f7c-4920-b903-8f7db25eb903,Military brother need way late administration exactly car consumer campaign laugh.,-0.83,account balance,Negative,Post-Launch
Facebook,2025-08-07,d7b72ca9-2105-408f-a9ac-da9fc15ef35c,Child girl line town who ability blood foot step stop media wall sure.,-0.34,interest rates,Negative,Post-Launch
Facebook,2025-07-16,67b3db4d-5f71-48de-b961-ae3124d9e067,Throw authority apply among short voice she people phone both another.,-0.74,payment issues,Negative,Pre-Launch
Website,2025-08-01,de3b4f4e-2866-4af5-a91e-6423384fb7f0,Child yet her current wish history top ground seat research yard whole down whatever.,-0.81,payment issues,Negative,Launch
Facebook,2025-08-12,a8974b86-0e84-4f05-bb35-e4e3780ff261,Move very whole add travel character necessary later report.,-0.96,loan approval,Negative,Post-Launch
Facebook,2025-07-29,0b5e55bc-b008-4c1d-b341-e063b14e7526,Wind need toward lose end oil either floor message.,-0.38,payment issues,Negative,Pre-Launch
Facebook,2025-08-02,1258e556-af76-4d35-8b78-e23ef05eaa3b,Record which energy former American that material local.,-0.32,customer service,Negative,Post-Launch
Instagram,2025-08-09,db3863fa-bc29-446c-a97e-1b077e4bd40e,Report hear fall finish sure compare term condition yard water.,-0.62,loan approval,Negative,Post-Launch
Instagram,2025-08-12,b80700ab-c1f7-47e9-8795-1f59e8ccf1e8,Hold all tree teacher town together light heavy company way indicate.,-0.69,interest rates,Negative,Post-Launch
Facebook,2025-07-29,35e78be6-60b5-49a5-9033-a2b7f9ef370f,Town according affect produce stock attack.,-0.41,customer service,Negative,Pre-Launch
Instagram,2025-07-21,6215e80d-bf09-43c3-aa6d-71bf878874d0,Address rise forward let brother theory worker many.,-0.69,loan approval,Negative,Pre-Launch
Instagram,2025-07-21,24238590-2723-46bc-a10b-b2c70c2aef5c,Thank college federal indeed food minute no leave.,-0.64,loan approval,Negative,Pre-Launch
Instagram,2025-08-03,7132927e-4224-4f0b-9309-3463ec089239,Outside deep notice why customer second lot.,-0.91,loan approval,Negative,Post-Launch
WhatsApp,2025-07-21,4bdf7c9a-f489-4ce7-a5cd-c7c687190f94,Moment morning agent assume method whether thought agreement position attack section.,-0.27,customer service,Negative,Pre-Launch
Website,2025-08-13,c80e773a-b4af-42cc-89a3-bde2f924f779,Many wife rich decision wonder issue provide opportunity development year town expect never.,-0.53,payment issues,Negative,Post-Launch
Facebook,2025-07-25,708c8584-e244-4eda-821d-3dc74a61a402,Soldier involve land save region population he they sister.,-0.52,payment issues,Negative,Pre-Launch
Website,2025-08-03,19c40807-326a-443d-b047-966ed2cd6957,Fall decision stand area individual new under sense try member store cost wonder.,-0.61,loan approval,Negative,Post-Launch
Instagram,2025-07-29,6179e895-b8de-4cd3-8f8a-efa022f75967,Sure can hair benefit me behavior find identify call series pretty.,-0.12,loan approval,Negative,Pre-Launch
Website,2025-08-01,d59eeffb-2bc8-435c-a06a-d7b0d70667a3,Success every live watch surface she physical strong concern heavy than.,-0.16,account balance,Negative,Launch
WhatsApp,2025-08-12,e820a175-a51e-492a-a735-48fdeb85a10b,Social happy never explain able nor though friend live myself us accept increase bank.,-0.68,loan approval,Negative,Post-Launch
WhatsApp,2025-08-10,205dc4ac-124b-4b9c-a127-52102b5db28b,Sure enter nothing why build explain wear inside down bring style final whether.,-0.6,interest rates,Negative,Post-Launch
WhatsApp,2025-07-17,8a9a888a-737a-42e7-a892-2bd6fda29a59,Difficult water away site kind whom drive participant else.,-0.9,loan approval,Negative,Pre-Launch
WhatsApp,2025-07-19,e0607e99-e23d-45cf-8a6b-7dc7a4a5b5a5,Response physical particularly note agency five.,-0.26,payment issues,Negative,Pre-Launch
Instagram,2025-07-31,1873796b-32d0-4744-802d-84b73a3acbab,Dream local tax pull left machine.,-0.75,customer service,Negative,Pre-Launch
WhatsApp,2025-07-17,8903ed0e-5d84-4f8e-bb28-db5ca95f85bf,Nice budget blood attack nice team situation degree late under mention.,-0.83,application status,Negative,Pre-Launch
Facebook,2025-07-23,d8f20a85-92e9-43de-aafa-7348ff4d6342,Bad wrong onto technology almost attack according bring management news forward if.,-0.68,account balance,Negative,Pre-Launch
Facebook,2025-08-12,0db0707d-c53e-495f-ad6a-e0179f582db0,Hot drop always task trial hair system statement community model go.,-0.1,customer service,Negative,Post-Launch
WhatsApp,2025-07-29,8815ca9d-7e28-4b89-bb31-673cf0e67400,Operation himself think simply ever scientist material my.,-0.82,interest rates,Negative,Pre-Launch
WhatsApp,2025-07-16,bd0a870e-d77f-4aa8-9560-d357788a3933,Book life southern heavy me very growth add thing seem ok key film.,-0.17,customer service,Negative,Pre-Launch
Facebook,2025-07-20,7cb8f554-77a6-493d-989a-b2fc92d87bd5,Million window third such color wait wind cell this center now test.,-0.21,account balance,Negative,Pre-Launch
Website,2025-07-15,0fce4b9c-7e29-4a47-8a76-67bb1fb0775b,Group successful professor easy food explain site process professor too center save.,-0.25,interest rates,Negative,Pre-Launch
Facebook,2025-07-29,f8f1ad9e-dad5-4b79-b15f-caf2ac7302bd,Them car get gun official account reflect light story.,-0.23,account balance,Negative,Pre-Launch
Instagram,2025-08-07,53bb477e-4408-47d1-a3aa-a97f3406ed76,Moment read after side stay special car bank view evening popular issue at.,-0.84,interest rates,Negative,Post-Launch
WhatsApp,2025-07-18,2d0e4b54-bb76-4781-a860-61a2fabd769d,Rise system school much value stage across watch increase spend stand traditional.,-0.55,account balance,Negative,Pre-Launch
Website,2025-08-11,07cc0872-ef0f-404e-b7a6-a010feda2025,Light dream market network morning general hold.,-0.36,loan approval,Negative,Post-Launch
Facebook,2025-07-29,5c154389-a6eb-473b-89a3-67a04951a8e3,Own begin head research treat majority.,-0.8,interest rates,Negative,Pre-Launch
WhatsApp,2025-08-09,1bf3bf77-6833-498c-8235-6435792335de,Simple audience resource assume upon remember main.,-0.33,customer service,Negative,Post-Launch
Facebook,2025-08-03,fb659872-5d6f-4434-a7f6-f71b622518e5,As exactly light blue girl charge.,-0.71,application status,Negative,Post-Launch
WhatsApp,2025-07-28,c01a5bba-e4c0-4f09-91eb-2a20dad10464,But amount sit arm heart west ability politics military trial high any also.,-0.92,application status,Negative,Pre-Launch
Website,2025-08-01,013b896a-01a2-4bfb-b46f-8de675d74af7,Moment section their knowledge institution seven start beyond impact partner debate.,-0.96,interest rates,Negative,Launch
